Year,Quarter,District,Price
2007,Q4,Villaverde,2803.8
2008,Q1,Arganzuela,3854.7
2008,Q1,Barajas,3636.7
2008,Q1,Carabanchel,3066.7
2008,Q1,Centro,4387.2
2008,Q1,Chamartin,4969.8
2008,Q1,Chamberi,4985
2008,Q1,Ciudad Lineal,3763.9
2008,Q1,Fuencarral,3839.3
2008,Q1,Hortaleza,3950
2008,Q1,Latina,3071.5
2008,Q1,Madrid,3982.2
2008,Q1,Moncloa,4395.6
2008,Q1,Moratalaz,3224.8
2008,Q1,Puente de Vallecas,2990.8
2008,Q1,Retiro,4426.5
2008,Q1,Salamanca,5054.5
2008,Q1,San Blas,3337.3
2008,Q1,Tetuan,3901.4
2008,Q1,Usera,2959.7
2008,Q1,Vicalvaro,3120.2
2008,Q1,Villa de Vallecas,3063
2008,Q1,Villaverde,2767.6
2008,Q2,Arganzuela,3721.2
2008,Q2,Barajas,3601.9
2008,Q2,Carabanchel,2966.4
2008,Q2,Centro,4303.1
2008,Q2,Chamartin,4939
2008,Q2,Chamberi,4885.7
2008,Q2,Ciudad Lineal,3701.8
2008,Q2,Fuencarral,3720.1
2008,Q2,Hortaleza,3853
2008,Q2,Latina,2971.4
2008,Q2,Madrid,3898.6
2008,Q2,Moncloa,4313.7
2008,Q2,Moratalaz,3142
2008,Q2,Puente de Vallecas,2840.6
2008,Q2,Retiro,4372.3
2008,Q2,Salamanca,5040.8
2008,Q2,San Blas,3205.5
2008,Q2,Tetuan,3806.8
2008,Q2,Usera,2857.7
2008,Q2,Vicalvaro,2966.2
2008,Q2,Villa de Vallecas,2925.8
2008,Q2,Villaverde,2610.8
2008,Q3,Arganzuela,3624.5
2008,Q3,Barajas,3518.5
2008,Q3,Carabanchel,2843.8
2008,Q3,Centro,4137.1
2008,Q3,Chamartin,5028.8
2008,Q3,Chamberi,4790.3
2008,Q3,Ciudad Lineal,3679.3
2008,Q3,Fuencarral,3665.7
2008,Q3,Hortaleza,3867.5
2008,Q3,Latina,2857.2
2008,Q3,Madrid,3839.7
2008,Q3,Moncloa,4238.3
2008,Q3,Moratalaz,3019.5
2008,Q3,Puente de Vallecas,2736.7
2008,Q3,Retiro,4313.3
2008,Q3,Salamanca,5166.9
2008,Q3,San Blas,3142.4
2008,Q3,Tetuan,3740
2008,Q3,Usera,2786
2008,Q3,Vicalvaro,2819.5
2008,Q3,Villa de Vallecas,2830.2
2008,Q3,Villaverde,2503.5
2008,Q4,Arganzuela,3550.7
2008,Q4,Barajas,3397.8
2008,Q4,Carabanchel,2790.6
2008,Q4,Centro,4092.5
2008,Q4,Chamartin,4979.1
2008,Q4,Chamberi,4693.4
2008,Q4,Ciudad Lineal,3567
2008,Q4,Fuencarral,3612
2008,Q4,Hortaleza,3888.9
2008,Q4,Latina,2777.1
2008,Q4,Madrid,3781.5
2008,Q4,Moncloa,4135.2
2008,Q4,Moratalaz,2891.6
2008,Q4,Puente de Vallecas,2610.7
2008,Q4,Retiro,4211.7
2008,Q4,Salamanca,5201.8
2008,Q4,San Blas,3097.7
2008,Q4,Tetuan,3656.8
2008,Q4,Usera,2659.3
2008,Q4,Vicalvaro,2769.1
2008,Q4,Villa de Vallecas,2779.9
2008,Q4,Villaverde,2432.9
2009,Q1,Arganzuela,3436
2009,Q1,Barajas,3276.4
2009,Q1,Carabanchel,2679.9
2009,Q1,Centro,3988.2
2009,Q1,Chamartin,4822.2
2009,Q1,Chamberi,4668.1
2009,Q1,Ciudad Lineal,3540.2
2009,Q1,Fuencarral,3589.9
2009,Q1,Hortaleza,3835.8
2009,Q1,Latina,2658.6
2009,Q1,Madrid,3719
2009,Q1,Moncloa,4143.6
2009,Q1,Moratalaz,2834.8
2009,Q1,Puente de Vallecas,2493.1
2009,Q1,Retiro,4192.2
2009,Q1,Salamanca,5054.9
2009,Q1,San Blas,2987.9
2009,Q1,Tetuan,3558.8
2009,Q1,Usera,2584.7
2009,Q1,Vicalvaro,2692.5
2009,Q1,Villa de Vallecas,2684.2
2009,Q1,Villaverde,2343.7
2009,Q2,Arganzuela,3408.1
2009,Q2,Barajas,3254.1
2009,Q2,Carabanchel,2622.2
2009,Q2,Centro,3896.5
2009,Q2,Chamartin,4760
2009,Q2,Chamberi,4681.2
2009,Q2,Ciudad Lineal,3480.2
2009,Q2,Fuencarral,3557.5
2009,Q2,Hortaleza,3822.8
2009,Q2,Latina,2615.2
2009,Q2,Madrid,3697.3
2009,Q2,Moncloa,4087
2009,Q2,Moratalaz,2757.4
2009,Q2,Puente de Vallecas,2442
2009,Q2,Retiro,4161
2009,Q2,Salamanca,5022.7
2009,Q2,San Blas,2932.2
2009,Q2,Tetuan,3525.4
2009,Q2,Usera,2510
2009,Q2,Vicalvaro,2586.8
2009,Q2,Villa de Vallecas,2646.1
2009,Q2,Villaverde,2311.8
2009,Q3,Arganzuela,3392.8
2009,Q3,Barajas,3304.9
2009,Q3,Carabanchel,2623.7
2009,Q3,Centro,3897.3
2009,Q3,Chamartin,4789.6
2009,Q3,Chamberi,4737.2
2009,Q3,Ciudad Lineal,3512
2009,Q3,Fuencarral,3515.4
2009,Q3,Hortaleza,3782.1
2009,Q3,Latina,2577.1
2009,Q3,Madrid,3651.7
2009,Q3,Moncloa,4076.3
2009,Q3,Moratalaz,2717
2009,Q3,Puente de Vallecas,2390.4
2009,Q3,Retiro,4186.6
2009,Q3,Salamanca,4917.6
2009,Q3,San Blas,2928
2009,Q3,Tetuan,3478.7
2009,Q3,Usera,2469.4
2009,Q3,Vicalvaro,2552.4
2009,Q3,Villa de Vallecas,2616.8
2009,Q3,Villaverde,2289.1
2009,Q4,Arganzuela,3356.8
2009,Q4,Barajas,3273.1
2009,Q4,Carabanchel,2590.3
2009,Q4,Centro,3891.2
2009,Q4,Chamartin,4784.3
2009,Q4,Chamberi,4686.2
2009,Q4,Ciudad Lineal,3435.8
2009,Q4,Fuencarral,3496.3
2009,Q4,Hortaleza,3787.2
2009,Q4,Latina,2517.1
2009,Q4,Madrid,3623.5
2009,Q4,Moncloa,4063.2
2009,Q4,Moratalaz,2690.9
2009,Q4,Puente de Vallecas,2355.1
2009,Q4,Retiro,4141.7
2009,Q4,Salamanca,4867.1
2009,Q4,San Blas,2885.7
2009,Q4,Tetuan,3454.4
2009,Q4,Usera,2399.4
2009,Q4,Vicalvaro,2571.4
2009,Q4,Villa de Vallecas,2579.2
2009,Q4,Villaverde,2269.9
2010,Q1,Arganzuela,3345.2
2010,Q1,Barajas,3290.7
2010,Q1,Carabanchel,2557.3
2010,Q1,Centro,3825.1
2010,Q1,Chamartin,4744.3
2010,Q1,Chamberi,4712.9
2010,Q1,Ciudad Lineal,3363.1
2010,Q1,Fuencarral,3453.3
2010,Q1,Hortaleza,3729
2010,Q1,Latina,2487.8
2010,Q1,Madrid,3598.5
2010,Q1,Moncloa,4014
2010,Q1,Moratalaz,2636.7
2010,Q1,Puente de Vallecas,2292.9
2010,Q1,Retiro,4189.3
2010,Q1,Salamanca,4865.6
2010,Q1,San Blas,2846.8
2010,Q1,Tetuan,3446.6
2010,Q1,Usera,2362.9
2010,Q1,Vicalvaro,2612.9
2010,Q1,Villa de Vallecas,2555.3
2010,Q1,Villaverde,2203.5
2010,Q2,Arganzuela,3317.3
2010,Q2,Barajas,3186.8
2010,Q2,Carabanchel,2481.1
2010,Q2,Centro,3739.7
2010,Q2,Chamartin,4788.1
2010,Q2,Chamberi,4686.1
2010,Q2,Ciudad Lineal,3335.7
2010,Q2,Fuencarral,3425.6
2010,Q2,Hortaleza,3711.7
2010,Q2,Latina,2457.9
2010,Q2,Madrid,3582.3
2010,Q2,Moncloa,3986.6
2010,Q2,Moratalaz,2617.5
2010,Q2,Puente de Vallecas,2236.7
2010,Q2,Retiro,4234.6
2010,Q2,Salamanca,4818.2
2010,Q2,San Blas,2764.2
2010,Q2,Tetuan,3420
2010,Q2,Usera,2298.8
2010,Q2,Vicalvaro,2533.2
2010,Q2,Villa de Vallecas,2462.5
2010,Q2,Villaverde,2143.3
2010,Q3,Arganzuela,3349.8
2010,Q3,Barajas,3240.5
2010,Q3,Carabanchel,2439.7
2010,Q3,Centro,3758.5
2010,Q3,Chamartin,4693.8
2010,Q3,Chamberi,4604.4
2010,Q3,Ciudad Lineal,3310.5
2010,Q3,Fuencarral,3437.8
2010,Q3,Hortaleza,3705.2
2010,Q3,Latina,2453.1
2010,Q3,Madrid,3534.5
2010,Q3,Moncloa,3932.4
2010,Q3,Moratalaz,2607.7
2010,Q3,Puente de Vallecas,2215.7
2010,Q3,Retiro,4320.5
2010,Q3,Salamanca,4789.1
2010,Q3,San Blas,2767.7
2010,Q3,Tetuan,3423.4
2010,Q3,Usera,2274.7
2010,Q3,Vicalvaro,2496.4
2010,Q3,Villa de Vallecas,2502.1
2010,Q3,Villaverde,2113
2010,Q4,Arganzuela,3275.8
2010,Q4,Barajas,3212.4
2010,Q4,Carabanchel,2384.7
2010,Q4,Centro,3786
2010,Q4,Chamartin,4557.4
2010,Q4,Chamberi,4479.1
2010,Q4,Ciudad Lineal,3249.2
2010,Q4,Fuencarral,3456.1
2010,Q4,Hortaleza,3573.3
2010,Q4,Latina,2404.1
2010,Q4,Madrid,3460.3
2010,Q4,Moncloa,3893.5
2010,Q4,Moratalaz,2574
2010,Q4,Puente de Vallecas,2154.9
2010,Q4,Retiro,4126.6
2010,Q4,Salamanca,4737
2010,Q4,San Blas,2745.7
2010,Q4,Tetuan,3369
2010,Q4,Usera,2245.3
2010,Q4,Vicalvaro,2463.7
2010,Q4,Villa de Vallecas,2479.6
2010,Q4,Villaverde,2041.7
2011,Q1,Arganzuela,3250.1
2011,Q1,Barajas,3178.9
2011,Q1,Carabanchel,2330.3
2011,Q1,Centro,3727.8
2011,Q1,Chamartin,4498.3
2011,Q1,Chamberi,4445.2
2011,Q1,Ciudad Lineal,3209.5
2011,Q1,Fuencarral,3401.3
2011,Q1,Hortaleza,3478.2
2011,Q1,Latina,2316.7
2011,Q1,Madrid,3393.4
2011,Q1,Moncloa,3841.5
2011,Q1,Moratalaz,2487.8
2011,Q1,Puente de Vallecas,2099.7
2011,Q1,Retiro,4169.1
2011,Q1,Salamanca,4563.6
2011,Q1,San Blas,2682.7
2011,Q1,Tetuan,3290.7
2011,Q1,Usera,2167.3
2011,Q1,Vicalvaro,2378.5
2011,Q1,Villa de Vallecas,2471.9
2011,Q1,Villaverde,1941.6
2011,Q2,Arganzuela,3161
2011,Q2,Barajas,3140
2011,Q2,Carabanchel,2247.5
2011,Q2,Centro,3596.2
2011,Q2,Chamartin,4492.9
2011,Q2,Chamberi,4355.6
2011,Q2,Ciudad Lineal,3144
2011,Q2,Fuencarral,3316.9
2011,Q2,Hortaleza,3385.3
2011,Q2,Latina,2251.1
2011,Q2,Madrid,3342.9
2011,Q2,Moncloa,3810.8
2011,Q2,Moratalaz,2450.8
2011,Q2,Puente de Vallecas,2008
2011,Q2,Retiro,4119.7
2011,Q2,Salamanca,4562.8
2011,Q2,San Blas,2624.3
2011,Q2,Tetuan,3254.3
2011,Q2,Usera,2121.6
2011,Q2,Vicalvaro,2334.1
2011,Q2,Villa de Vallecas,2430
2011,Q2,Villaverde,1908.9
2011,Q3,Arganzuela,3122.5
2011,Q3,Barajas,3035
2011,Q3,Carabanchel,2221.3
2011,Q3,Centro,3602.7
2011,Q3,Chamartin,4422.9
2011,Q3,Chamberi,4308.6
2011,Q3,Ciudad Lineal,3166.1
2011,Q3,Fuencarral,3265
2011,Q3,Hortaleza,3378.3
2011,Q3,Latina,2222.7
2011,Q3,Madrid,3322.5
2011,Q3,Moncloa,3763.2
2011,Q3,Moratalaz,2388.2
2011,Q3,Puente de Vallecas,1959.6
2011,Q3,Retiro,4096.7
2011,Q3,Salamanca,4616.5
2011,Q3,San Blas,2608.8
2011,Q3,Tetuan,3201.3
2011,Q3,Usera,2019.6
2011,Q3,Vicalvaro,2317.4
2011,Q3,Villa de Vallecas,2394.9
2011,Q3,Villaverde,1863.4
2011,Q4,Arganzuela,3063.2
2011,Q4,Barajas,3024.1
2011,Q4,Carabanchel,2127.3
2011,Q4,Centro,3574.8
2011,Q4,Chamartin,4314.4
2011,Q4,Chamberi,4227.5
2011,Q4,Ciudad Lineal,3078.3
2011,Q4,Fuencarral,3211.1
2011,Q4,Hortaleza,3345.6
2011,Q4,Latina,2133.6
2011,Q4,Madrid,3252.3
2011,Q4,Moncloa,3678.8
2011,Q4,Moratalaz,2297.5
2011,Q4,Puente de Vallecas,1811.7
2011,Q4,Retiro,3956.6
2011,Q4,Salamanca,4503.6
2011,Q4,San Blas,2529.9
2011,Q4,Tetuan,3103.9
2011,Q4,Usera,1941.7
2011,Q4,Vicalvaro,2238.4
2011,Q4,Villa de Vallecas,2336
2011,Q4,Villaverde,1752.8
2012,Q1,Arganzuela,3022.8
2012,Q1,Barajas,3022.8
2012,Q1,Carabanchel,2067.6
2012,Q1,Centro,3484
2012,Q1,Chamartin,4216.4
2012,Q1,Chamberi,4189.5
2012,Q1,Ciudad Lineal,3009.1
2012,Q1,Fuencarral,3120.9
2012,Q1,Hortaleza,3222.5
2012,Q1,Latina,2050
2012,Q1,Madrid,3194.6
2012,Q1,Moncloa,3602
2012,Q1,Moratalaz,2248
2012,Q1,Puente de Vallecas,1757.6
2012,Q1,Retiro,3769.6
2012,Q1,Salamanca,4388.3
2012,Q1,San Blas,2477.8
2012,Q1,Tetuan,2996.1
2012,Q1,Usera,1877.2
2012,Q1,Vicalvaro,2167.4
2012,Q1,Villa de Vallecas,2266.7
2012,Q1,Villaverde,1667.2
2012,Q2,Arganzuela,2897.7
2012,Q2,Barajas,2928.2
2012,Q2,Carabanchel,1980.8
2012,Q2,Centro,3389.7
2012,Q2,Chamartin,4127.9
2012,Q2,Chamberi,4055.1
2012,Q2,Ciudad Lineal,2927.5
2012,Q2,Fuencarral,3015.6
2012,Q2,Hortaleza,3115.9
2012,Q2,Latina,2003.7
2012,Q2,Madrid,3107
2012,Q2,Moncloa,3498.1
2012,Q2,Moratalaz,2178.4
2012,Q2,Puente de Vallecas,1711.6
2012,Q2,Retiro,3661.4
2012,Q2,Salamanca,4267
2012,Q2,San Blas,2371.8
2012,Q2,Tetuan,2920.4
2012,Q2,Usera,1806.8
2012,Q2,Vicalvaro,2041
2012,Q2,Villa de Vallecas,2182.9
2012,Q2,Villaverde,1593.2
2012,Q3,Arganzuela,2790.2
2012,Q3,Barajas,2869.5
2012,Q3,Carabanchel,1874.8
2012,Q3,Centro,3311.6
2012,Q3,Chamartin,4028.3
2012,Q3,Chamberi,3930.1
2012,Q3,Ciudad Lineal,2819.6
2012,Q3,Fuencarral,2947.7
2012,Q3,Hortaleza,3033.8
2012,Q3,Latina,1909.3
2012,Q3,Madrid,3078.5
2012,Q3,Moncloa,3440.1
2012,Q3,Moratalaz,2097.8
2012,Q3,Puente de Vallecas,1622.2
2012,Q3,Retiro,3610.5
2012,Q3,Salamanca,4297.2
2012,Q3,San Blas,2294.4
2012,Q3,Tetuan,2818.7
2012,Q3,Usera,1739.4
2012,Q3,Vicalvaro,1864
2012,Q3,Villa de Vallecas,2163.4
2012,Q3,Villaverde,1520.3
2012,Q4,Arganzuela,2689.8
2012,Q4,Barajas,2776.7
2012,Q4,Carabanchel,1820.6
2012,Q4,Centro,3202.3
2012,Q4,Chamartin,3964.6
2012,Q4,Chamberi,3772.2
2012,Q4,Ciudad Lineal,2728.9
2012,Q4,Fuencarral,2835
2012,Q4,Hortaleza,2950.7
2012,Q4,Latina,1821.2
2012,Q4,Madrid,3000.5
2012,Q4,Moncloa,3295.3
2012,Q4,Moratalaz,2012.9
2012,Q4,Puente de Vallecas,1570
2012,Q4,Retiro,3460.5
2012,Q4,Salamanca,4172.8
2012,Q4,San Blas,2175.7
2012,Q4,Tetuan,2723.7
2012,Q4,Usera,1689
2012,Q4,Vicalvaro,1794.5
2012,Q4,Villa de Vallecas,2083.3
2012,Q4,Villaverde,1491.7
2013,Q1,Arganzuela,2679.7
2013,Q1,Barajas,2774.9
2013,Q1,Carabanchel,1798.7
2013,Q1,Centro,3154.8
2013,Q1,Chamartin,3873.1
2013,Q1,Chamberi,3660
2013,Q1,Ciudad Lineal,2660.4
2013,Q1,Fuencarral,2788.4
2013,Q1,Hortaleza,2957.5
2013,Q1,Latina,1802.8
2013,Q1,Madrid,2946
2013,Q1,Moncloa,3218.1
2013,Q1,Moratalaz,1943.5
2013,Q1,Puente de Vallecas,1538.3
2013,Q1,Retiro,3404.8
2013,Q1,Salamanca,4040.2
2013,Q1,San Blas,2111.8
2013,Q1,Tetuan,2725.7
2013,Q1,Usera,1656
2013,Q1,Vicalvaro,1801.9
2013,Q1,Villa de Vallecas,2078
2013,Q1,Villaverde,1441.3
2013,Q2,Arganzuela,2583.8
2013,Q2,Barajas,2625.2
2013,Q2,Carabanchel,1739.9
2013,Q2,Centro,3080.9
2013,Q2,Chamartin,3820.4
2013,Q2,Chamberi,3624.9
2013,Q2,Ciudad Lineal,2593.3
2013,Q2,Fuencarral,2717.5
2013,Q2,Hortaleza,2965.1
2013,Q2,Latina,1763.6
2013,Q2,Madrid,2922.7
2013,Q2,Moncloa,3147.2
2013,Q2,Moratalaz,1940.2
2013,Q2,Puente de Vallecas,1493.1
2013,Q2,Retiro,3401.4
2013,Q2,Salamanca,4005
2013,Q2,San Blas,2089.4
2013,Q2,Tetuan,2727.7
2013,Q2,Usera,1590.5
2013,Q2,Vicalvaro,1680.6
2013,Q2,Villa de Vallecas,2012.2
2013,Q2,Villaverde,1391.4
2013,Q3,Arganzuela,2684.6
2013,Q3,Barajas,2727.5
2013,Q3,Carabanchel,1796.5
2013,Q3,Centro,3434
2013,Q3,Chamartin,3758.3
2013,Q3,Chamberi,3681.9
2013,Q3,Ciudad Lineal,2525
2013,Q3,Fuencarral,2885
2013,Q3,Hortaleza,3021
2013,Q3,Latina,1925.8
2013,Q3,Madrid,2835.8
2013,Q3,Moncloa,3324.4
2013,Q3,Moratalaz,1999.4
2013,Q3,Puente de Vallecas,1627
2013,Q3,Retiro,3538.9
2013,Q3,Salamanca,4147.7
2013,Q3,San Blas,2258.5
2013,Q3,Tetuan,2730.1
2013,Q3,Usera,1745.4
2013,Q3,Vicalvaro,1710.5
2013,Q3,Villa de Vallecas,2286.2
2013,Q3,Villaverde,1475.5
2013,Q4,Arganzuela,2796.7
2013,Q4,Barajas,2763.6
2013,Q4,Carabanchel,1857.1
2013,Q4,Centro,3354.2
2013,Q4,Chamartin,3747.1
2013,Q4,Chamberi,3566.8
2013,Q4,Ciudad Lineal,2630.7
2013,Q4,Fuencarral,2805
2013,Q4,Hortaleza,3016.6
2013,Q4,Latina,1878.8
2013,Q4,Madrid,2823.6
2013,Q4,Moncloa,3333.8
2013,Q4,Moratalaz,2037.6
2013,Q4,Puente de Vallecas,1617.9
2013,Q4,Retiro,3322
2013,Q4,Salamanca,4115.9
2013,Q4,San Blas,2206
2013,Q4,Tetuan,2642.7
2013,Q4,Usera,1677.9
2013,Q4,Vicalvaro,1824.6
2013,Q4,Villa de Vallecas,2168
2013,Q4,Villaverde,1407.5
2014,Q1,Arganzuela,2827.8
2014,Q1,Barajas,2828.3
2014,Q1,Carabanchel,1798.2
2014,Q1,Centro,3412
2014,Q1,Chamartin,3735.3
2014,Q1,Chamberi,3683.3
2014,Q1,Ciudad Lineal,2666.1
2014,Q1,Fuencarral,2820.8
2014,Q1,Hortaleza,2956
2014,Q1,Latina,1857.1
2014,Q1,Madrid,2774.8
2014,Q1,Moncloa,3311.9
2014,Q1,Moratalaz,2078.7
2014,Q1,Puente de Vallecas,1607.9
2014,Q1,Retiro,3374.2
2014,Q1,Salamanca,4247.5
2014,Q1,San Blas,2151.8
2014,Q1,Tetuan,2701
2014,Q1,Usera,1646.6
2014,Q1,Vicalvaro,1835.8
2014,Q1,Villa de Vallecas,2183.1
2014,Q1,Villaverde,1298.6
2014,Q2,Arganzuela,2684.8
2014,Q2,Barajas,2715.9
2014,Q2,Carabanchel,1698.3
2014,Q2,Centro,3337.4
2014,Q2,Chamartin,3674.1
2014,Q2,Chamberi,3643.7
2014,Q2,Ciudad Lineal,2581.8
2014,Q2,Fuencarral,2678.1
2014,Q2,Hortaleza,2781.6
2014,Q2,Latina,1722.7
2014,Q2,Madrid,2721.3
2014,Q2,Moncloa,3256.9
2014,Q2,Moratalaz,1968
2014,Q2,Puente de Vallecas,1486.8
2014,Q2,Retiro,3388.9
2014,Q2,Salamanca,4129.6
2014,Q2,San Blas,2031.6
2014,Q2,Tetuan,2602
2014,Q2,Usera,1500.1
2014,Q2,Vicalvaro,1690.9
2014,Q2,Villa de Vallecas,2010.4
2014,Q2,Villaverde,1234.7
2014,Q3,Arganzuela,2637.9
2014,Q3,Barajas,2610.7
2014,Q3,Carabanchel,1639.6
2014,Q3,Centro,3276.2
2014,Q3,Chamartin,3652.2
2014,Q3,Chamberi,3628.6
2014,Q3,Ciudad Lineal,2514
2014,Q3,Fuencarral,2656.4
2014,Q3,Hortaleza,2778.9
2014,Q3,Latina,1677.3
2014,Q3,Madrid,2701.9
2014,Q3,Moncloa,3204
2014,Q3,Moratalaz,1928.7
2014,Q3,Puente de Vallecas,1456
2014,Q3,Retiro,3364.8
2014,Q3,Salamanca,4134.4
2014,Q3,San Blas,2014.6
2014,Q3,Tetuan,2566.7
2014,Q3,Usera,1474.8
2014,Q3,Vicalvaro,1692.8
2014,Q3,Villa de Vallecas,1987.7
2014,Q3,Villaverde,1217.9
2014,Q4,Arganzuela,2653.3
2014,Q4,Barajas,2583.1
2014,Q4,Carabanchel,1601.7
2014,Q4,Centro,3284.7
2014,Q4,Chamartin,3716.6
2014,Q4,Chamberi,3629.9
2014,Q4,Ciudad Lineal,2463.8
2014,Q4,Fuencarral,2655.6
2014,Q4,Hortaleza,2765.2
2014,Q4,Latina,1590.4
2014,Q4,Madrid,2694.2
2014,Q4,Moncloa,3156.9
2014,Q4,Moratalaz,1952.1
2014,Q4,Puente de Vallecas,1396.3
2014,Q4,Retiro,3273.8
2014,Q4,Salamanca,4137.7
2014,Q4,San Blas,1983.3
2014,Q4,Tetuan,2544.9
2014,Q4,Usera,1470.5
2014,Q4,Vicalvaro,1692.4
2014,Q4,Villa de Vallecas,1914
2014,Q4,Villaverde,1238.5
